No.,業種,詳細業種,業態,営業所名称,営業所郵便番号,営業所所在地,営業所電話番号,許可番号（号）,施行日,有効期限
422,菓子製造業,菓子製造業,,Ｌｏｇｙ　ＳＴＡＮＤ,910-2148,福井市篠尾町９６－５６－１,0776-41-2446,福井市指令生衛第21-3-69号,7/29/21,7/31/26
423,飲食店営業,その他,スナック,ｌｏｕｎｇｅ ９,910-0023,福井市順化２丁目２０－１３友邦ビル４階４０２号室,,福井市指令生衛第22-3-42号,5/23/22,4/30/28
424,飲食店営業,その他,ラウンジ,Ｌｏｕｎｇｅ　ＢＩＤＥＮ,910-0023,福井市順化２丁目１３－１７エネックスビル２階２０１号室,,福井市指令生衛第24-3-176号,8/21/24,4/30/30
425,飲食店営業,その他,ラウンジ,Ｌｏｕｎｇｅ　ＢＩＤＥＮ　ＶＩＰ,910-0023,福井市順化２丁目１３－１７エネックスビル１階１０１号室,0776-63-5394,福井市指令生衛第24-3-299号,11/8/24,4/30/30
426,飲食店営業,その他,ラウンジ,Ｌｏｕｎｇｅ　Ｂｌａｃｋ　ｄｉａ,910-0023,福井市順化２丁目２０－２エルミオーレビル４階４０２号,0776-27-5657,福井市指令生衛第23-4-492号,2/13/24,4/30/29
427,飲食店営業,その他,スナック,Ｌｏｕｎｇｅ　ＢＲ,910-0023,福井市順化１丁目１５－９片町スカイパレス３Ｆ３０７,0776-28-1232,福井市指令生衛第21-4-713号,2/24/22,3/31/27
428,飲食店営業,その他,スナック,Ｌｏｕｎｇｅ　Ｃｈｅｒｒｙ,910-0023,福井市順化１丁目１５－９片町スカイパレスビル３階　３０１,,福井市指令生衛第23-3-129号,8/18/23,3/31/29
429,飲食店営業,その他,ラウンジ,Ｌｏｕｎｇｅ　ＣＨＬＯＲＩＳ,910-0023,福井市順化１丁目１７－２８ジョイフル片町３Ｆ－Ａ号室,,福井市指令生衛第21-3-138号,10/1/21,3/31/27
430,飲食店営業,その他,ラウンジ,Ｌｏｕｎｇｅ　Ｃｉｅｌ,910-0023,福井市順化２丁目１２－１９プラチナビル　３０１号室,0776-50-1037,福井市指令生衛第23-3-455号,4/2/24,4/30/29
431,飲食店営業,その他,ラウンジバー,Ｌｏｕｎｇｅ　Ｃｏｎｎｅｃｔｉｏｎ,910-0023,福井市順化２丁目２１－４加賀ビル１Ｆ　Ｄ号室,0776-24-2060,福井市指令生衛第22-4-434号,2/21/23,4/30/28
432,飲食店営業,その他,ラウンジ,Ｌｏｕｎｇｅ　ｅｌ,910-0023,福井市順化１丁目１７－７プランタン片町２Ｆ　Ａ・Ｂ号室,0776-43-1755,福井市指令生衛第23-4-472号,2/15/24,3/31/29
433,飲食店営業,その他,スナック,Ｌｏｕｎｇｅ　ｅｔｅ,910-0023,福井市順化１丁目７―５片町α１ビル２階Ｃ号室,,福井市指令生衛第21-3-344号,4/11/22,3/31/28
434,飲食店営業,その他,ラウンジ,ｌｏｕｎｇｅ　ｇｌｏｓｓｙ,910-0023,福井市順化１丁目１４－２１ＡＬＢＡビル　３Ｆ　３０１,,福井市指令生衛第21-3-84号,8/5/21,3/31/27
435,飲食店営業,その他,ラウンジ,Ｌｏｕｎｇｅ　Ｋ,910-0023,福井市順化１丁目７－５アルファ１ビル５Ｆ　Ｋ号室,,福井市指令生衛第22-4-471号,3/28/23,3/31/28
436,飲食店営業,その他,ラウンジ,Ｌｏｕｎｇｅ　ＬａｄｙＭｏｏｎ,910-0023,福井市順化２丁目２０－１ランドマークビル　３Ｅ,,福井市指令生衛第24-3-218号,9/10/24,4/30/30
437,飲食店,社交飲食,,ｌｏｕｎｇｅ　ｌｅａｐｔ,910-0023,福井市順化１丁目１７－２８ジョイフル片町　４Ｆ,,福井市指令生衛第19-1-56号,5/10/19,3/31/25
438,飲食店,社交飲食,,Ｌｏｕｎｇｅ　Ｌｉｌｙ,910-0123,福井市八重巻町３０６－１,0776-56-3556,福井市指令生衛第19-1-442号,2/12/20,9/30/25
439,飲食店営業,その他,ラウンジ,ＬＯＵＮＧＥ　ＬＵＭＩＮＥ,910-0023,福井市順化１丁目１７－２０アミール片町ビル　２階２－Ｂ、Ｃ,0776-28-7077,福井市指令生衛第22-4-386号,1/17/23,3/31/28
440,飲食店営業,その他,スナック,ｌｏｕｎｇｅ　ＯＲＩＧＩＮ,910-0023,福井市順化１丁目１６－１８片町ステーションビル５Ｆ,0776-28-6066,福井市指令生衛第24-4-355号,1/21/25,3/31/30
441,飲食店営業,その他,スナック,Ｌｏｕｎｇｅ　Ｒ,910-0023,福井市順化２丁目１５－１９セイコービル３０２,,福井市指令生衛第22-3-227号,10/24/22,4/30/28
442,飲食店営業,その他,ラウンジ,Ｌｏｕｎｇｅ　Ｒｅｆｕｇｅ,910-0023,福井市順化２丁目２２－３ＴＭビル２階　ＴＹＰＥ２０２,0776-27-2525,福井市指令生衛第23-4-557号,3/19/24,4/30/29
443,飲食店営業,その他,ラウンジ,Ｌｏｕｎｇｅ　Ｒｉｏ,910-0023,福井市順化２丁目２０－１片町ランドマークビル２Ｆ,,福井市指令生衛第21-4-787号,3/8/22,4/30/27
444,飲食店営業,その他,ラウンジ,Ｌｏｕｎｇｅ　ＲＵＧＡＬ,910-0023,福井市順化１丁目８－１２片町プラザビル２階２－Ｅ,0776-96-6626,福井市指令生衛第21-3-330号,4/8/22,3/31/28
445,飲食店,社交飲食,,ＬＯＵＮＧＥ　ＳＡＬＯＮ,910-0023,福井市順化２丁目２０―２エルミオーレビル２階２０２,0776-23-1163,福井市指令生衛第19-2-884号,3/25/20,4/30/25
446,飲食店営業,その他,ラウンジ,ＬＯＵＮＧＥ　ＳＡＬＯＮ,910-0023,福井市順化２丁目２０－２エルミオーレビル２階２０２,0776-43-0818,福井市指令生衛第24-4-457号,2/25/25,4/30/30
447,飲食店営業,その他,ラウンジ,Ｌｏｕｎｇｅ　ＳｈｉＺｕＫａ,910-0023,福井市順化２丁目２０－１９かねさビル１Ｆ,0776-23-5000,福井市指令生衛第23-4-532号,3/26/24,4/30/29
448,飲食店営業,その他,ラウンジ,Ｌｏｕｎｇｅ　ＴＴ,910-0023,福井市順化１丁目２１－５エレガンテ片町２０５,,福井市指令生衛第23-3-118号,7/18/23,3/31/29
449,飲食店営業,一般食堂・レストラン等,イタリア料理,Ｌｕｃｅ,910-0015,福井市二の宮３丁目３５－１２１Ｆ,0776-26-0661,福井市指令生衛第24-3-246号,10/15/24,1/31/30
450,飲食店営業,その他,バー,ＬｕｃｉｆｅＲ,910-0023,福井市順化２丁目２０－１３シャンティ片町３－Ｊ,,福井市指令生衛第22-3-136号,8/12/22,4/30/28
451,飲食店,社交飲食,,ＬＵＸＥ,910-0023,福井市順化１丁目１６－１０シャトレー片町１０１,0776-29-1121,福井市指令生衛第20-1-180号,8/3/20,3/31/26
452,飲食店営業,その他,ラウンジ,Ｌｕｘｕｒｙ,910-0023,福井市順化１丁目１６－９Ｒaビル１Ｆ＆２Ｆ,0776-25-4474,福井市指令生衛第23-4-439号,1/11/24,3/31/29
453,喫茶店,純喫茶,,Ｍ　ＣＯＦＦＥＥ,910-0134,福井市上野本町４丁目２７０９,,福井市指令生衛第20-1-161号,8/11/20,9/30/25
454,飲食店営業,その他,スナック,Ｍ’ｓ　Ｄｉａｒｙ,910-0023,福井市順化１丁目８－１７ダイナソービル２階,,福井市指令生衛第23-4-406号,12/26/23,3/31/29
455,飲食店営業,その他,カフェ,Ｍ・Ｎ・Ｋフーズ　ｃａｆｅ　Ｊｕ・Ｊｕ,910-0125,福井市石盛３丁目１７０６,0776-76-3000,福井市指令生衛第23-4-122号,7/20/23,9/30/28
456,そうざい製造業,そうざい製造業,,Ｍ・Ｎ・Ｋフーズ　ｃａｆｅ　Ｊｕ・Ｊｕ,910-0125,福井市石盛３丁目１７０６,0776-76-3000,福井市指令生衛第23-4-123号,7/20/23,9/30/28
457,飲食店営業,その他,社員食堂,ｍ１２５４８,910-0017,福井市文京４丁目２３－１日華化学株式会社イノベーションセンター内,0776-28-2505,福井市指令生衛第23-4-466号,1/25/24,2/28/30
458,飲食店,食堂,,ｍ４９５７０,918-8041,福井市西下野町１５－１２,0776-33-5989,福井市指令生衛第19-2-35号,5/28/19,5/31/25
459,飲食店営業,その他,集団給食施設,ｍ６７５７０,910-0026,福井市光陽３丁目１０－２４,0776-28-0901,福井市指令生衛第23-4-394号,11/30/23,2/28/30
460,飲食店営業,その他,カフェ,ＭＡＧＧＩＥ’Ｓ　ＦＡＲＭ,910-0006,福井市中央１丁目２１－３６サンロードビル２－Ｂ,0776-27-1535,福井市指令生衛第23-4-209号,9/14/23,11/30/28
461,飲食店営業,その他,スナック,ＭＡＧＩＣＯ,910-0023,福井市順化１丁目１３－１順化アートビル３Ｆ,0776-27-3507,福井市指令生衛第21-4-637号,1/26/22,3/31/27
462,飲食店営業,その他,カフェ,Ｍａｉｓｏｎ　Ｃｏｆｆｅｅ／Ｓｏｒａ　ｔｏ　Ｓｈｉｒｏ,918-8112,福井市下馬３丁目１０５グランコート,0776-50-1128,福井市指令生衛第24-3-209号,9/26/24,10/31/29
463,飲食店営業,その他,スナック,ＭＡＮＩＬＡ,910-0023,福井市順化２丁目１２－１８片町フォーカスビル５階,,福井市指令生衛第23-3-133号,7/28/23,4/30/29
464,飲食店営業,その他,スナック,Ｍａｎｉｌａ,910-0023,福井市順化１丁目２４－１９郡ビル２階１号室,,福井市指令生衛第24-3-291号,10/25/24,3/31/30
465,飲食店営業,その他,カフェ,ｍａｐｌｅ　ｈｏｎｅｙ,910-0017,福井市文京６丁目３５－１８牧田ビル　１Ｆ,0776-27-7220,福井市指令生衛第22-4-306号,12/6/22,1/31/28
466,菓子製造業,菓子製造業,,ｍａｐｌｅ　ｈｏｎｅｙ,910-0017,福井市文京６丁目３５－１８牧田ビル　１Ｆ,0776-27-7220,福井市指令生衛第22-4-307号,12/6/22,1/31/28
467,飲食店,軽食,,ＭＡＲＥ,910-3404,福井市大丹生町７０―３,0776-88-2323,福井市指令生衛第20-1-82号,5/19/20,7/31/25
468,飲食店営業,その他,喫茶店,ＭＡＲＶＩＮ　ＣＯＲＮＥＲ,910-0026,福井市光陽４丁目３－２０　西側,0776-25-3505,福井市指令生衛第21-3-207号,12/20/21,2/28/27
469,飲食店営業,その他,Ｂａｒ,Ｍｅａｌ＆Ｂｅｖｅｒａｇｅ　Ｓｏｌｖｅ,910-0023,福井市順化１丁目１７－２８ジョイフル片町３Ｆ　Ｂ,,福井市指令生衛第23-3-197号,9/21/23,3/31/29
470,飲食店営業,その他,ダイニングバー,ＭＥＡＴ　ＤＩＮＥＲ　ＧＯＯＮＩＥＳ,918-8027,福井市福１丁目２８０１,,福井市指令生衛第24-3-54号,5/17/24,5/31/29
471,食肉販売業,一般,,ＭＥＧＡドン・キホーテ　ＵＮＹ福井店,918-8067,福井市飯塚町１１－１１１,0570-092-611,福井市指令生衛第19-1-333号,11/27/19,5/31/25
472,魚介類販売業,一般,,ＭＥＧＡドン・キホーテ　ＵＮＹ福井店,918-8067,福井市飯塚町１１－１１１,0570-092-611,福井市指令生衛第19-1-334号,11/27/19,5/31/25
473,飲食店,仕出し弁当,,ＭＥＧＡドン・キホーテ　ＵＮＹ福井店,918-8067,福井市飯塚町１１－１１１,0570-092-611,福井市指令生衛第19-1-335号,11/27/19,5/31/25
474,飲食店,そうざい,,ＭＥＧＡドン・キホーテ　ＵＮＹ福井店,918-8067,福井市飯塚町１１－１１１,0570-092-611,福井市指令生衛第19-1-336号,11/27/19,5/31/25
475,飲食店,仕出し弁当,,ＭＥＧＡドン・キホーテ　ＵＮＹ福井店,918-8067,福井市飯塚町１１－１１１,0570-092-611,福井市指令生衛第19-1-337号,11/27/19,5/31/25
476,飲食店営業,その他,カフェ,Ｍｅｍｂｅｒｓ　Ｃａｆｅ　Ｗｈｉｔｅ　Ｒｉｖｅｒ,910-0018,福井市田原２丁目８－１,,福井市指令生衛第22-3-72号,6/10/22,2/29/28
477,菓子製造業,菓子製造業,,Ｍｅｒｉｎｇｕｅ　ｖａｎｉｌｌ,910-0001,福井市大願寺２丁目５－２０,0776-76-5746,福井市指令生衛第22-4-316号,12/6/22,1/31/29
478,飲食店,社交飲食,,ＭＥＴＥＥＬ,910-0023,福井市順化１丁目７－８エドモンド片町１Ａ,0776-22-8140,福井市指令生衛第19-1-456号,2/28/20,3/31/25
479,飲食店,社交飲食,,ＭＩＣＨＩＲＵ／,910-0023,福井市順化１丁目７―５α１ビル２階Ｃ,0776-25-6677,福井市指令生衛第19-2-808号,3/26/20,3/31/25
480,飲食店,軽食,,Ｍｉｃｋｅｙ’ｓ　Ｃａｆｅ,910-2222,福井市市波町３０－１１,0776-96-7078,福井市指令生衛第20-1-173号,7/29/20,8/31/25
481,飲食店営業,その他,カフェ,ＭＩＬＫ　ＨＯＵＳＥ　ＦＡＣＴＯＲＹ,910-0843,福井市西開発３丁目２０５イオンそよら１Ｆ,,福井市指令生衛第24-3-247号,9/26/24,12/31/29
482,菓子製造業,菓子製造業,,ＭＩＬＫ　ＨＯＵＳＥ　ＦＡＣＴＯＲＹ,910-0843,福井市西開発３丁目２０５イオンそよら１Ｆ,,福井市指令生衛第24-3-248号,9/26/24,12/31/29
483,菓子製造業,一般,,Ｍｉｍｉ,918-8027,福井市福１丁目２０１０,0776-36-2939,福井市指令生衛第19-1-386号,12/16/19,5/31/25
484,飲食店営業,その他,喫茶店,ＭｉＭｉ,918-8003,福井市毛矢３丁目２－２,0776-34-5035,福井市指令生衛第23-4-183号,8/1/23,10/31/28
485,飲食店営業,その他,スナック,ＭＩＮＸ,910-0023,福井市順化１丁目７－９片町バレービル　４－Ｃ,0776-26-5575,福井市指令生衛第24-4-354号,1/9/25,3/31/30
486,飲食店営業,その他,スナック,ＭＩＲＡＹ,910-0023,福井市順化１丁目１７－２８ジョイフル片町１Ｆ　Ａ号室,,福井市指令生衛第24-3-272号,10/22/24,3/31/30
487,飲食店,社交飲食,,Ｍｉｓｓ　ＤＡＮＡＮ,910-0023,福井市順化１丁目８－１７ダイナソービル３Ｆ　Ｍ号室,,福井市指令生衛第19-1-273号,10/23/19,3/31/25
488,飲食店営業,その他,ラウンジ,ＭＯＤＥＲＮ　ＧＩＲＬ,910-0023,福井市順化２丁目１２－１９プラチナビル４Ｆ,0776-28-7800,福井市指令生衛第22-4-413号,3/14/23,4/30/28
489,菓子製造業,菓子製造業,,ＭＯＤＥＲＮ　ＧＩＲＬ,910-0023,福井市順化２丁目１２－１９プラチナビル４Ｆ,0776-28-7800,福井市指令生衛第23-3-202号,9/25/23,4/30/29
490,飲食店営業,その他,カフェ,ｍｏｊｉ,918-8011,福井市月見１丁目２－３１,0776-33-1790,福井市指令生衛第24-4-148号,9/17/24,10/31/29
491,飲食店営業,その他,居酒屋,ｍｏｍｅｎｔ,910-0023,福井市順化１丁目１７－１１ウエノビル１階,0776-97-8377,福井市指令生衛第22-3-55号,6/6/22,3/31/28
492,飲食店営業,その他,スナック,ｍｏｍｏ,910-0023,福井市順化１丁目７－８エドモンド片町　４Ｆ西側,,福井市指令生衛第22-3-65号,6/3/22,3/31/28
493,菓子製造業,菓子製造業,,Ｍｏｎｓｉｅｕｒ,918-8116,福井市大町２丁目１００９フローデンハイツ１Ｆ　１０２号,,福井市指令生衛第23-3-71号,8/28/23,10/31/28
494,飲食店営業,その他,カフェ,ＭＯＮＴＥＲ,918-8024,福井市舞屋町６－３０１,,福井市指令生衛第24-3-91号,6/7/24,5/31/30
495,菓子製造業,菓子製造業,,ＭＯＮＴＥＲ,918-8024,福井市舞屋町６－３０１,,福井市指令生衛第24-3-164号,7/23/24,5/31/30
496,そうざい製造業,そうざい製造業,,ＭＯＮＴＥＲ,918-8024,福井市舞屋町６－３０１,,福井市指令生衛第24-3-165号,7/23/24,5/31/30
497,菓子製造業,菓子製造業,フランス料理店,Ｍｏｏｍａ,910-0023,福井市順化１丁目２４－４２近藤ビル１Ｆ　南室,0776-97-5745,福井市指令生衛第21-3-52号,7/9/21,3/31/27
498,飲食店営業,一般食堂・レストラン等,レストラン,Ｍｏｏｍａ,910-0023,福井市順化１丁目２４－４２近藤ビル１Ｆ　南室,0776-97-5745,福井市指令生衛第24-4-423号,2/28/25,3/31/30
499,飲食店営業,その他,ラウンジ,Ｍｏｒｅ,910-0023,福井市順化１丁目１７－１２ベルトピア片町２Ｆ,0776-21-8022,福井市指令生衛第24-4-324号,1/9/25,3/31/30
500,飲食店営業,一般食堂・レストラン等,フレンチ,ｍｏｕｓｔａｃｈｅ,918-8065,福井市水越１丁目８０３藤井ビル１Ｆ,0776-50-2276,福井市指令生衛第22-4-483号,4/18/23,5/31/28
501,飲食店営業,その他,バー,ＭＵＳＩＣ　ＢＡＲ　ＯＶＥＲ,910-0023,福井市順化１丁目１３－１アートビル５階,,福井市指令生衛第23-3-421号,3/7/24,3/31/29
502,飲食店営業,その他,Ｂａｒ,ｍｕｓｉｃ　ｐｌｕｓ,910-0023,福井市順化１丁目１４－２３エルシャトービル５階,,福井市指令生衛第24-3-36号,4/24/24,3/31/30
503,飲食店営業,その他,軽食店,ＭＵＳＵＢｉ,910-0852,福井市松城町１２－７パリオ内２階,0776-25-8888,福井市指令生衛第22-3-359号,2/22/23,7/31/28
504,菓子製造業,菓子製造業,,ＭＵＳＵＢｉ,910-0852,福井市松城町１２－７パリオ内２階,0776-25-8888,福井市指令生衛第22-3-360号,2/22/23,7/31/28
505,飲食店営業,その他,パン屋,ｍｕｓｕｂｕ　Ｂａｋｅｒｙ,910-0028,福井市学園１丁目２－１２学園ビル１０８号,0776-29-1677,福井市指令生衛第24-4-408号,1/31/25,2/28/31
506,菓子製造業,菓子製造業,,ｍｕｓｕｂｕ　Ｂａｋｅｒｙ,910-0028,福井市学園１丁目２－１２学園ビル１０８号,0776-29-1677,福井市指令生衛第24-4-409号,1/31/25,2/28/31
507,飲食店営業,仕出し屋・弁当屋,和食店,ＭＵＵ,918-8205,福井市北四ツ居２丁目６―２３,0776-57-1127,福井市指令生衛第21-4-90号,6/10/21,7/31/27
508,飲食店営業,その他,純喫茶,Ｍｙｒｉｃｈｅ　Ｌｕｎａ,918-8237,福井市和田東２丁目１４０６,0776-28-6836,福井市指令生衛第24-4-33号,4/30/24,7/31/29
509,飲食店営業,その他,スナック,ｍｙｓｔｅｒｅ,910-0023,福井市順化１丁目２４－１９郡ビル３階４号室,0776-63-6349,福井市指令生衛第24-4-370号,1/9/25,3/31/30
510,飲食店営業,その他,カフェ,ｎａｏ　ｃｏｆｆｅｅ,910-0002,福井市町屋３丁目９－１０,,福井市指令生衛第22-3-404号,3/30/23,1/31/29
511,菓子製造業,菓子製造業,,ｎａｏ　ｃｏｆｆｅｅ,910-0002,福井市町屋３丁目９－１０,,福井市指令生衛第23-3-415号,3/7/24,1/31/30
512,菓子製造業,菓子製造業,,Ｎａｔｕｒａｌ　Ｂａｋｅｓ,918-8184,福井市真木町１０４－１２,0776-37-4499,福井市指令生衛第23-3-29号,5/12/23,10/31/28
513,飲食店営業,仕出し屋・弁当屋,レストラン,ｎａｔｕｒａｌ　ｋｉｔｃｈｅｎ　ＳＡＬ,918-8184,福井市真木町１０４－１２,0776-37-4499,福井市指令生衛第23-4-175号,8/17/23,10/31/28
